SR NO.,11 Comae Berenices b,305.0,6165.32,4.74,2007,Gas Giant,12.096,1.29 AU,326 days,0.23,11 Com,Radial Velocity,,,12h20m43.03s,+17d47m34.3s,4742.0,2.7,19.0,Gravitation_value
1102,K2-156 b,491.0,508.48,13.424000000000001,2018,Super Earth,12.879999999999999,0.0149 AU,0.8 days,0.0,K2-162,Transit,,,12h24m09.28s,-01d06m40.9s,4842.0,0.75,0.69,30.097674472714324
1103,K2-157 b,981.0,375.004,12.823,2018,Super Earth,11.815999999999999,Unknown,0.4 days,0.0,K2-163,Transit,88.25299999999999,,12h09m19.04s,-00d32m20.6s,4937.0,0.83,0.76,26.37459058556318
1105,K2-158 c,647.0,692.8040000000001,11.774000000000001,2018,Super Earth,14.335999999999999,0.0622 AU,5.9 days,0.0,K2-165,Transit,87.083,,12h19m36.08s,+00d58m06.2s,5185.0,0.83,0.8,33.10131087820399
1110,K2-16 b,1103.0,1506.372,14.67,2015,Super Earth,22.624,0.0667 AU,7.6 days,0.0,K2-168,Transit,89.4,,22h12m26.37s,-16d20m30.3s,5502.7,0.88,0.83,28.89909492380965
1112,K2-170 b,1296.0,826.2800000000001,12.633,2018,Super Earth,15.881599999999999,Unknown,7.6 days,0.0,K2-17,Transit,,,11h53m19.15s,+06d24m44.1s,4320.0,0.71,0.66,32.16840478679204
1113,K2-170 c,1296.0,1239.42,12.633,2018,Super Earth,20.182399999999998,Unknown,12.4 days,0.0,K2-170,Transit,87.98899999999999,,22h21m48.17s,-14d35m35.8s,5748.0,0.96,0.98,29.87883585995104
1115,K2-172 b,820.0,1086.876,12.437999999999999,2018,Super Earth,18.6592,Unknown,14.3 days,0.0,K2-171,Transit,85.04799999999999,,22h09m21.80s,-13d25m43.9s,5250.0,0.89,1.72,30.653830429912798
1117,K2-173 b,751.0,1023.3160000000001,12.402999999999999,2018,Super Earth,18.0096,Unknown,5.9 days,0.0,K2-172,Transit,89.49700000000001,,22h21m14.01s,-12d33m24.8s,5569.0,0.93,0.87,30.980785268873472
1119,K2-175 b,812.0,1528.618,10.835999999999999,2018,Super Earth,22.825599999999998,Unknown,9.5 days,0.0,K2-174,Transit,89.95,,04h03m10.28s,+16d20m50.8s,4455.0,0.7,0.68,28.810139142614567
1120,K2-176 b,812.0,899.374,12.892999999999999,2018,Super Earth,16.6992,Unknown,5.3 days,0.0,K2-175,Transit,87.494,,03h30m00.86s,+17d35m03.1s,5909.0,1.09,1.42,31.66939649498997
1131,K2-184 b,247.0,959.7560000000001,10.345,2018,Super Earth,17.36,0.1229 AU,17 days,0.0,K2-183,Transit,,,08h20m01.72s,+14d01m10.1s,5519.0,0.93,0.97,31.27174998967153
1132,K2-185 b,882.0,724.584,12.215,2018,Super Earth,14.705599999999999,Unknown,10.6 days,0.0,K2-183,Transit,,,08h20m01.72s,+14d01m10.1s,5519.0,0.93,0.97,32.90137389273513
1134,K2-187 b,1088.0,711.8720000000001,13.081,2018,Super Earth,14.559999999999999,0.0164 AU,0.8 days,0.0,K2-185,Transit,88.932,,08h41m02.32s,+14d41m25.2s,5722.0,0.98,0.91,32.97387235871633
1135,K2-187 c,1088.0,1236.2420000000002,13.081,2018,Super Earth,20.16,0.0392 AU,2.9 days,0.0,K2-186,Transit,89.524,,09h01m20.39s,+18d49m31.6s,5784.0,1.02,0.98,29.86848741642374
1138,K2-188 b,1477.0,759.542,12.645999999999999,2018,Super Earth,15.12,0.0289 AU,1.7 days,0.0,K2-187,Transit,,,08h50m05.67s,+23d11m33.4s,5484.0,0.98,0.92,32.62413478446283
1140,K2-189 b,796.0,927.976,12.399000000000001,2018,Super Earth,17.023999999999997,0.0361 AU,2.6 days,0.0,K2-188,Transit,,,08h39m15.27s,+23d21m26.9s,5977.0,1.06,1.19,31.441576542828336
1144,K2-190 b,527.0,765.898,11.138,2018,Super Earth,15.1984,Unknown,10.1 days,0.0,K2-19,Transit,89.47,,11h39m50.47s,+00d36m12.9s,5430.0,0.93,0.86,32.55861977486782
1145,K2-190 c,527.0,425.85200000000003,11.138,2018,Super Earth,12.241599999999998,Unknown,21.6 days,0.0,K2-19,Transit,87.99,,11h39m50.47s,+00d36m12.9s,5430.0,0.93,0.86,27.90442727153577
1146,K2-191 b,945.0,991.5360000000001,13.258,2018,Super Earth,17.6848,Unknown,2.9 days,0.0,K2-19,Transit,85.83,,11h39m50.47s,+00d36m12.9s,5430.0,0.93,0.86,31.13142301759884
1147,K2-192 b,731.0,927.976,12.704,2018,Super Earth,17.023999999999997,0.049 AU,4.2 days,0.0,K2-190,Transit,88.35700000000001,,13h41m27.24s,-13d09m39.2s,5631.0,0.9,0.91,31.441576542828336
1155,K2-198 c,362.0,829.458,10.970999999999998,2019,Super Earth,15.9376,Unknown,3.4 days,0.0,K2-196,Transit,88.274,,13h21m49.52s,-08d28m18.2s,6045.0,1.16,1.54,32.06559817014876
1157,K2-199 b,352.0,1322.048,12.289000000000001,2018,Super Earth,20.944,0.0385 AU,3.2 days,0.0,K2-198,Transit,88.904,,13h15m22.51s,-06d27m53.6s,5212.9,0.8,0.76,29.595028074702793
1162,K2-200 b,604.0,772.2540000000001,12.459000000000001,2018,Super Earth,15.2768,Unknown,2.8 days,0.0,K2-200,Transit,87.96799999999999,,13h29m00.38s,-04d36m36.8s,5233.0,0.86,0.79,32.49272774944834
1163,K2-201 b,649.0,807.212,12.809000000000001,2018,Super Earth,15.679999999999998,Unknown,1.1 days,0.0,K2-201,Transit,84.414,,19h34m14.58s,-23d07m51.7s,5507.0,0.96,0.88,32.23935051180432
1166,K2-203 b,545.0,778.6100000000001,12.353,2018,Super Earth,15.355199999999998,Unknown,9.7 days,0.0,K2-203,Transit,88.43,,00h51m05.70s,-01d11m45.2s,5000.0,0.79,0.76,32.426480475827404
1168,K2-205 b,1337.0,1474.5919999999999,12.390999999999998,2018,Super Earth,22.3552,Unknown,26.7 days,0.0,K2-205,Transit,89.09700000000001,,01h00m52.20s,+00d25m33.6s,5890.0,0.95,1.08,28.973805833479993
1171,K2-208 b,844.0,1099.588,12.503,2018,Super Earth,18.8048,Unknown,4.2 days,0.0,K2-208,Transit,88.04299999999999,,01h23m06.98s,+00d53m21.0s,5582.0,0.93,0.86,30.53397497055954
1172,K2-209 b,250.0,186.2308,11.205,2018,Terrestrial,9.7328,Unknown,2.1 days,0.0,K2-209,Transit,86.23100000000001,,00h58m45.76s,+01d23m01.7s,4720.0,0.74,0.71,19.30486201885799
1173,K2-210 b,579.0,150.6372,11.535,2018,Terrestrial,9.172799999999999,Unknown,0.6 days,0.0,K2-21,Transit,88.98,,22h41m12.88s,-14d29m20.4s,4222.06,0.68,0.65,17.580012392955606
1174,K2-211 b,895.0,781.788,13.075,2018,Super Earth,15.399999999999999,Unknown,0.7 days,0.0,K2-21,Transit,88.85,,22h41m12.88s,-14d29m20.4s,4222.06,0.68,0.65,32.36967578373724
1176,K2-213 b,1285.0,921.62,11.802999999999999,2018,Super Earth,16.956799999999998,Unknown,8.1 days,0.0,K2-211,Transit,81.569,,01h24m25.43s,+01d42m17.8s,5221.0,0.88,0.82,31.47421348934538
1179,K2-216 b,378.0,2542.4,12.475999999999999,2018,Super Earth,19.599999999999998,0.028 AU,2.2 days,0.0,K2-214,Transit,,,00h59m30.26s,+04d13m40.1s,5854.0,1.05,1.27,64.98640733088115
1182,K2-219 b,1071.0,756.364,12.09,2018,Super Earth,15.0976,Unknown,3.9 days,0.0,K2-217,Transit,88.04299999999999,,00h45m11.61s,+06d28m53.6s,5967.0,1.1,1.33,32.5841061128697
1183,K2-219 c,1071.0,845.3480000000001,12.09,2018,Super Earth,16.1056,Unknown,6.7 days,0.0,K2-218,Transit,88.45299999999999,,00h51m14.32s,+06d50m47.3s,5757.0,1.05,1.01,32.001659743142525
1188,K2-221 b,1049.0,1099.588,12.703,2018,Super Earth,18.8048,Unknown,2.4 days,0.0,K2-220,Transit,,,00h51m04.77s,+09d31m00.5s,5660.0,0.96,1.02,30.53397497055954
1190,K2-223 b,656.0,203.39200000000002,11.431,2018,Terrestrial,9.968,0.0127 AU,0.5 days,0.0,K2-222,Transit,,,01h05m50.95s,+11d45m12.3s,6058.0,1.0,1.09,20.100580477295644
1191,K2-223 c,656.0,982.002,11.431,2018,Super Earth,17.584,0.0549 AU,4.6 days,0.0,K2-223,Transit,,,12h21m13.48s,-10d16m55.3s,5835.0,1.06,0.99,31.186584439178286
1192,K2-224 b,906.0,969.29,12.682,2018,Super Earth,17.471999999999998,0.0516 AU,4.5 days,0.0,K2-223,Transit,,,12h21m13.48s,-10d16m55.3s,5835.0,1.06,0.99,31.17879175783878
1195,K2-226 b,689.0,950.2220000000001,12.308,2018,Super Earth,17.247999999999998,0.0413 AU,3.3 days,0.0,K2-225,Transit,,,12h26m09.91s,-09d37m29.3s,5742.0,1.27,1.7,31.364501213735576
1196,K2-227 b,614.0,1083.698,12.015,2018,Super Earth,18.6592,Unknown,13.6 days,0.0,K2-226,Transit,,,12h14m34.98s,-09d33m45.5s,5424.0,0.88,0.91,30.564199346784402
1197,K2-228 b,465.0,610.176,12.995,2018,Super Earth,13.552,0.0338 AU,2.7 days,0.0,K2-227,Transit,88.374,,12h43m47.63s,-08d28m41.7s,5673.0,0.95,0.89,32.6241441077779
1198,K2-229 b,339.0,791.3220000000001,10.985,2018,Super Earth,12.767999999999999,0.0131 AU,0.6 days,0.0,K2-228,Transit,,,12h29m10.75s,-06d50m03.3s,4715.0,0.71,0.65,47.66485576355709
1200,K2-223 b,656.0,203.39200000000002,11.431,2018,Terrestrial,9.968,0.0127 AU,0.5 days,0.0,K2-229,Transit,,,12h27m29.58s,-06d43m18.7s,5315.0,0.87,0.79,20.100580477295644
1201,K2-223 c,656.0,982.002,11.431,2018,Super Earth,17.584,0.0549 AU,4.6 days,0.0,K2-230,Transit,,,12h45m27.17s,-06d34m34.0s,5945.0,1.11,1.39,31.186584439178286
1202,K2-224 b,906.0,969.29,12.682,2018,Super Earth,17.471999999999998,0.0516 AU,4.5 days,0.0,K2-231,Transit,88.6,,19h16m22.04s,-15d46m16.0s,5695.0,1.01,0.95,31.17879175783878
1205,K2-226 b,689.0,950.2220000000001,12.308,2018,Super Earth,17.247999999999998,0.0413 AU,3.3 days,0.0,K2-233,Transit,88.95,,15h21m55.20s,-20d13m54.1s,4950.0,0.8,0.74,31.364501213735576
1206,K2-227 b,614.0,1083.698,12.015,2018,Super Earth,18.6592,Unknown,13.6 days,0.0,K2-233,Transit,89.35,,15h21m55.20s,-20d13m54.1s,4950.0,0.8,0.74,30.564199346784402
1207,K2-228 b,465.0,610.176,12.995,2018,Super Earth,13.552,0.0338 AU,2.7 days,0.0,K2-237,Transit,84.6,0.37,16h55m04.53s,-28d42m38.0s,6099.0,1.23,1.38,32.6241441077779
1208,K2-229 b,339.0,791.3220000000001,10.985,2018,Super Earth,12.767999999999999,0.0131 AU,0.6 days,0.0,K2-238,Transit,84.5,0.56,23h10m49.04s,-07d51m27.0s,5630.0,1.19,1.59,47.66485576355709
1210,K2-239 c,160.0,308.90160000000003,14.549000000000001,2018,Terrestrial,11.2,0.0576 AU,7.8 days,0.0,K2-239,Transit,88.77,,10h42m22.63s,+04d26m28.9s,3420.0,0.4,0.36,24.181036002775052
1211,K2-239 d,160.0,435.386,14.549000000000001,2018,Super Earth,12.32,0.0685 AU,10.1 days,0.0,K2-239,Transit,89.43,,10h42m22.63s,+04d26m28.9s,3420.0,0.4,0.36,28.167210253887205
1212,K2-240 b,228.0,1480.948,13.392000000000001,2018,Super Earth,22.4,0.0513 AU,6 days,0.0,K2-24,Transit,,0.64,16h10m17.69s,-24d59m25.2s,5625.0,1.07,1.16,28.982414550651168
1213,K2-240 c,228.0,1236.2420000000002,13.392000000000001,2018,Super Earth,20.16,0.1159 AU,20.5 days,0.0,K2-24,Transit,,0.2,16h10m17.69s,-24d59m25.2s,5625.0,1.07,1.16,29.86848741642374
1217,K2-243 c,878.0,1493.66,10.97,2018,Super Earth,22.511999999999997,0.1817 AU,24.9 days,0.0,K2-242,Transit,,,11h59m20.62s,-06d31m04.3s,3459.0,0.38,0.37,28.941056549307895
1218,K2-244 b,698.0,1179.038,11.78,2018,Super Earth,19.599999999999998,0.1418 AU,21.1 days,0.0,K2-243,Transit,,,12h04m29.14s,-04d53m57.1s,6570.0,1.29,1.39,30.137446399696127
1229,K2-252 b,750.0,1169.5040000000001,12.847000000000001,2018,Super Earth,19.488,0.1041 AU,13.8 days,0.0,K2-251,Transit,,,12h42m45.41s,-08d32m09.3s,3717.0,0.52,0.49,30.238341038241114
1231,K2-254 b,748.0,1045.5620000000001,14.183,2018,Super Earth,18.255999999999997,0.0448 AU,4.1 days,0.0,K2-253,Transit,,,12h24m20.50s,-06d22m44.0s,6027.0,1.08,1.1,30.805575593888054
1235,K2-257 b,209.0,158.2644,13.716,2018,Terrestrial,9.296,0.0216 AU,1.6 days,0.0,K2-256,Transit,,,12h24m54.52s,-02d03m57.4s,5219.0,0.84,0.78,17.983813775676822
1244,K2-265 b,454.0,2078.4120000000003,11.102,2018,Super Earth,19.151999999999997,0.03376 AU,2.4 days,0.08,K2-264,Transit,89.38,,08h45m26.06s,+19d41m54.5s,3660.0,0.5,0.47,55.640902578074694
1246,K2-266 c,252.0,92.203314,11.808,2018,Terrestrial,7.895999999999999,0.0679 AU,7.8 days,0.04,K2-266,Transit,75.32,1.77,10h31m44.51s,+00d56m15.3s,4285.0,0.69,0.7,14.521886656646402
1249,K2-268 b,1081.0,816.746,13.853,2018,Super Earth,15.791999999999998,0.0308 AU,2.2 days,0.0,K2-266,Transit,89.45,2.21,10h31m44.51s,+00d56m15.3s,4285.0,0.69,0.7,32.15907412847797
1251,K2-269 b,1181.0,982.002,11.784,2018,Super Earth,17.584,0.0531 AU,4.1 days,0.0,K2-268,Transit,,,08h54m50.29s,+11d50m53.8s,5068.0,0.84,0.78,31.186584439178286
1253,K2-270 b,925.0,788.144,13.782,2018,Super Earth,15.455999999999998,0.0247 AU,1.5 days,0.0,K2-27,Transit,,1.87,11h26m03.64s,+01d13m50.7s,5248.0,0.87,0.89,32.39680238382445
1262,K2-277 b,370.0,1569.9320000000002,10.364,2018,Super Earth,23.183999999999997,0.0675 AU,6.3 days,0.0,K2-276,Transit,,,08h23m48.66s,+22d38m02.5s,5139.0,0.82,0.85,28.681040103242445
1264,K2-279 b,600.0,610.176,11.491,2018,Super Earth,13.552,0.067 AU,7.1 days,0.0,K2-278,Transit,,,13h33m12.43s,-14d30m14.6s,6747.0,1.4,1.61,32.6241441077779
1277,K2-288 B b,214.0,1357.0059999999999,13.868,2018,Super Earth,21.279999999999998,0.164 AU,31.4 days,0.0,K2-287,Transit,88.13,,15h32m17.84s,-22d21m29.7s,5695.0,1.06,1.07,29.42586999186345
1282,K2-291 b,295.0,2062.522,10.014,2019,Super Earth,17.796799999999998,0.03261 AU,2.2 days,0.0,K2-290,Transit,89.37,1.01,15h39m25.87s,-20d11m55.7s,6302.0,1.19,1.51,63.944845314261535
1285,K2-294 b,1230.0,1077.342,12.502,2019,Super Earth,18.592,Unknown,2.5 days,0.0,K2-293,Transit,88.8,,23h26m25.52s,-06d01m40.4s,5532.0,0.96,0.95,30.6049842869199
1290,K2-315 b,185.0,257.10020000000003,17.67,2020,Terrestrial,10.639999999999999,Unknown,3.1 days,0.0,K2-3,Transit,89.788,5.62,11h29m20.39s,-01d27m17.2s,3896.0,0.6,0.56,22.30026119289699
1291,K2-316 b,368.0,740.474,15.514000000000001,2020,Super Earth,14.895999999999999,0.0147 AU,1.1 days,0.0,K2-30,Transit,86.92,0.64,03h29m22.07s,+22d17m57.9s,5425.0,0.9,0.84,32.768855843350295
1292,K2-316 c,368.0,1274.378,15.514000000000001,2020,Super Earth,20.496,0.0582 AU,5.3 days,0.0,K2-308,Transit,88.44,,05h13m21.39s,+16d24m51.1s,6100.0,1.09,1.24,29.788650696042065
1294,K2-318 b,484.0,1077.342,15.269,2020,Super Earth,18.592,0.0911 AU,7 days,0.0,K2-315,Transit,88.74,,15h12m05.20s,-20d06m30.7s,3300.0,0.17,0.2,30.6049842869199
1298,K2-321 b,254.0,1417.3880000000001,13.677,2020,Super Earth,21.84,0.041 AU,2.3 days,0.0,K2-318,Transit,89.38,,15h29m47.13s,-17d33m26.2s,3851.0,0.56,0.55,29.179260063467215
1299,K2-322 b,404.0,1382.4299999999998,13.940999999999999,2020,Super Earth,21.503999999999998,0.0594 AU,8.2 days,0.0,K2-319,Transit,89.45,,11h07m12.25s,+03d02m24.1s,5440.0,0.95,0.9,29.35590261369771
1307,K2-32 e,517.0,320.978,12.31,2019,Super Earth,11.312,0.04951 AU,4.3 days,0.0,K2-323,Transit,89.88,,10h37m41.04s,+06d17m09.4s,3710.0,0.48,0.55,24.63129609539894
1310,K2-35 b,830.0,1391.964,14.35,2016,Super Earth,21.616,0.055 AU,5.6 days,0.12,K2-326,Transit,85.63,,23h26m26.92s,+01d20m15.2s,3924.0,0.51,0.69,29.25284642992452
1311,K2-35 c,830.0,730.9399999999999,14.35,2016,Super Earth,14.783999999999999,0.031 AU,2.4 days,0.13,K2-33,Transit,89.1,,16h10m14.74s,-19d19m09.4s,3540.0,0.56,1.05,32.838900843441074
1312,K2-36 b,359.0,1239.42,11.8,2016,Super Earth,16.016,0.0223 AU,1.4 days,0.0,K2-34,Transit,,,08h30m18.91s,+22d14m09.3s,6071.0,1.15,1.44,47.44617111828279
1314,K2-37 b,590.0,1023.3160000000001,12.52,2016,Super Earth,18.032,0.0511 AU,4.4 days,0.0,K2-35,Transit,88.98,,11h20m24.74s,+01d17m09.4s,4402.71,0.7,0.62,30.90386218180489
1320,K2-3 b,147.0,2059.344,12.17,2015,Super Earth,22.176,0.074 AU,10.1 days,0.0,K2-38,Transit,87.28,,16h00m08.06s,-23d11m21.4s,5757.0,2.24,1.38,41.1200149691784
1321,K2-3 c,147.0,680.0920000000001,12.17,2015,Super Earth,17.471999999999998,0.1345 AU,24.6 days,0.0,K2-38,Transit,88.61,3.6,16h00m08.06s,-23d11m21.4s,5757.0,2.24,1.38,21.876267003860658
1322,K2-3 d,147.0,889.84,12.17,2015,Super Earth,17.136,0.2097 AU,44.6 days,0.0,K2-39,Transit,80.39,,22h33m28.41s,-09d01m22.0s,4881.0,0.66,2.97,29.756634353363324
1328,K2-46 b,1484.0,1544.5080000000003,12.029000000000002,2016,Super Earth,22.959999999999997,0.13821 AU,19.2 days,0.0,K2-45,Transit,,,11h18m31.89s,-01d46m26.9s,4103.0,0.5,0.45,28.76982272787039
1329,K2-47 b,1153.0,1344.294,14.085,2016,Super Earth,21.168,0.1779 AU,31.6 days,0.0,K2-46,Transit,,,11h37m03.92s,-00d54m26.1s,6256.0,0.96,1.29,29.45950178000977
1331,K2-49 b,1511.0,1391.964,15.668,2016,Super Earth,21.616,0.0309 AU,2.8 days,0.0,K2-48,Transit,,,11h44m29.65s,+03d16m20.7s,4899.0,0.77,0.73,29.25284642992452
1333,K2-50 b,846.0,1001.07,14.717,2016,Super Earth,17.808,0.0705 AU,8.8 days,0.0,K2-5,Transit,87.35,,11h17m12.84s,-01d52m40.7s,3930.0,0.61,0.57,30.997376894708175
1336,K2-54 b,574.0,508.48,14.042,2016,Super Earth,12.879999999999999,0.0671 AU,9.8 days,0.0,K2-52,Transit,86.46,,16h26m26.74s,-24d58m11.8s,7147.0,1.69,2.19,30.097674472714324
1340,K2-58 c,596.0,1036.028,12.378,2016,Super Earth,18.144,0.035 AU,2.5 days,0.0,K2-57,Transit,,,22h50m46.01s,-14d04m11.6s,4434.0,0.68,0.62,30.90268462266064
1341,K2-58 d,596.0,1134.546,12.378,2016,Super Earth,19.151999999999997,0.1517 AU,22.9 days,0.0,K2-58,Transit,,,22h15m17.23s,-14d02m59.3s,5413.0,0.89,0.86,30.372786269682976
1344,K2-5 b,666.0,1369.7179999999998,14.91,2015,Super Earth,21.392,0.0532 AU,5.7 days,0.0,K2-59,Transit,,,22h35m46.16s,-14d01m39.9s,5055.0,0.77,0.73,29.391325630569646
1352,K2-64 b,1653.0,1569.9320000000002,14.085999999999999,2016,Super Earth,23.183999999999997,0.0619 AU,6.5 days,0.0,K2-63,Transit,,,22h13m42.40s,-12d03m58.9s,6771.0,1.4,1.63,28.681040103242445
1353,K2-65 b,255.0,991.5360000000001,10.800999999999998,2016,Super Earth,17.695999999999998,0.1014 AU,12.6 days,0.0,K2-64,Transit,,,22h09m39.27s,-11d25m43.5s,5312.0,0.74,0.73,31.092028623546376
1355,K2-68 b,553.0,991.5360000000001,12.977,2016,Super Earth,17.695999999999998,0.0708 AU,8.1 days,0.0,K2-66,Transit,86.6,7.8,22h06m06.41s,-10d42m41.6s,5887.0,1.11,1.67,31.092028623546376
1360,K2-72 b,217.0,406.78400000000005,15.309000000000001,2016,Super Earth,12.096,0.04 AU,5.6 days,0.11,K2-71,Transit,,,22h46m53.86s,-09d52m53.8s,4006.0,0.48,0.43,27.30053120038731
1361,K2-72 c,217.0,524.37,15.309000000000001,2016,Super Earth,12.991999999999999,0.078 AU,15.2 days,0.11,K2-72,Transit,89.15,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,30.505391604475573
1362,K2-72 d,217.0,320.978,15.309000000000001,2016,Super Earth,11.312,0.05 AU,7.8 days,0.11,K2-72,Transit,89.54,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,24.63129609539894
1363,K2-72 e,217.0,702.338,15.309000000000001,2016,Super Earth,14.447999999999999,0.106 AU,24.2 days,0.11,K2-72,Transit,89.26,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,33.03858903583919
1371,K2-80 b,659.0,1493.66,12.626,2016,Super Earth,22.511999999999997,0.135 AU,19.1 days,0.0,K2-8,Transit,86.42,,11h19m10.48s,-00d17m03.8s,4870.0,0.78,0.74,28.941056549307895
1372,K2-80 c,659.0,877.1279999999999,12.626,2016,Super Earth,16.464,0.0596 AU,5.6 days,0.0,K2-8,Transit,86.7,,11h19m10.48s,-00d17m03.8s,4870.0,0.78,0.74,31.77481650957199
1374,K2-81 b,829.0,1442.8120000000001,14.364,2016,Super Earth,22.064,0.059 AU,6.1 days,0.06,K2-80,Transit,,,03h56m09.00s,+13d33m33.4s,5441.0,0.9,0.87,29.102616690933115
1375,K2-83 b,411.0,661.024,14.514000000000001,2016,Super Earth,13.932799999999999,0.03014 AU,2.7 days,0.07,K2-80,Transit,89.397,,03h56m09.00s,+13d33m33.4s,5441.0,0.9,0.87,33.43730086874496
1376,K2-83 c,411.0,889.84,14.514000000000001,2016,Super Earth,16.6096,0.07131 AU,10 days,0.06,K2-81,Transit,89.29,,03h49m56.52s,+14d30m07.9s,4674.13,0.75,0.63,31.672647550089234
1378,K2-84 c,937.0,1519.084,13.443,2016,Super Earth,22.735999999999997,0.1768 AU,27.9 days,0.0,K2-83,Transit,,,03h59m36.37s,+15d33m32.0s,3910.0,0.48,0.42,28.856553493015376
1379,K2-85 b,318.0,320.978,12.831,2016,Super Earth,11.312,0.01263 AU,0.7 days,0.24,K2-84,Transit,,,03h43m14.23s,+16d38m04.4s,5652.0,0.95,0.93,24.63129609539894
1380,K2-86 b,850.0,1430.1000000000001,13.167,2016,Super Earth,21.951999999999998,0.077 AU,8.8 days,0.0,K2-84,Transit,,,03h43m14.23s,+16d38m04.4s,5652.0,0.95,0.93,29.141305902121044
1382,K2-88 b,362.0,648.312,15.475999999999999,2016,Super Earth,13.776,0.0345 AU,4.6 days,0.26,K2-86,Transit,,,03h26m12.67s,+18d38m08.2s,5482.0,0.79,0.76,33.54506079381319
1383,K2-89 b,281.0,54.026,14.162,2016,Terrestrial,6.888,0.01462 AU,1.1 days,0.15,K2-87,Transit,87.74,,04h24m56.69s,+18d49m38.7s,5747.0,1.16,1.4,11.181686931271065
1387,K2-90 c,440.0,711.8720000000001,13.855,2016,Super Earth,14.559999999999999,0.035 AU,2.9 days,0.19,K2-90,Transit,89.24,,03h56m36.58s,+22d28m21.5s,4484.0,0.63,0.62,32.97387235871633
1388,K2-91 b,204.0,435.386,15.572000000000001,2016,Super Earth,12.32,0.0164 AU,1.4 days,0.09,K2-90,Transit,86.94,,03h56m36.58s,+22d28m21.5s,4484.0,0.63,0.62,28.167210253887205
1421,Kepler-1001 c,3291.0,988.358,15.33,2020,Super Earth,17.6736,Unknown,9.2 days,0.0,Kepler-100,Transit,,14.25,19h25m32.63s,+41d59m25.0s,5825.0,1.08,1.49,31.070985623480006
1422,Kepler-1002 b,1386.0,1134.546,11.647,2016,Super Earth,19.151999999999997,Unknown,4.3 days,0.0,Kepler-100,Transit,,,19h25m32.63s,+41d59m25.0s,5825.0,1.08,1.49,30.372786269682976
1423,Kepler-1003 b,2848.0,1213.996,14.023,2016,Super Earth,19.936,Unknown,3.6 days,0.0,Kepler-100,Transit,,,19h25m32.63s,+41d59m25.0s,5825.0,1.08,1.49,29.993834930964592
1425,Kepler-1005 b,1680.0,908.908,13.184000000000001,2016,Super Earth,16.799999999999997,Unknown,6.5 days,0.0,Kepler-1001,Transit,,,19h05m05.73s,+48d37m07.3s,5491.0,0.9,0.88,31.622205289408626
1426,Kepler-1006 b,1618.0,950.2220000000001,14.562999999999999,2016,Super Earth,17.247999999999998,Unknown,19.8 days,0.0,Kepler-1001,Transit,,,19h05m05.73s,+48d37m07.3s,5491.0,0.9,0.88,31.364501213735576
1427,Kepler-1007 b,1191.0,848.526,14.735,2016,Super Earth,16.128,Unknown,5.2 days,0.0,Kepler-1002,Transit,,,19h32m19.08s,+43d04m25.4s,6144.0,1.22,1.57,32.03280101295444
1428,Kepler-1008 b,975.0,692.8040000000001,13.379000000000001,2016,Super Earth,14.335999999999999,Unknown,12.4 days,0.0,Kepler-1003,Transit,,,19h28m04.91s,+44d52m34.4s,6109.0,1.11,1.17,33.10131087820399
1432,Kepler-100 d,1003.0,953.4000000000001,11.129000000000001,2014,Super Earth,18.032,Unknown,35.3 days,0.38,Kepler-1007,Transit,,,19h43m37.57s,+45d48m32.8s,4587.0,0.73,0.7,28.792418181805797
1435,Kepler-1012 b,1370.0,702.338,13.315,2016,Super Earth,14.447999999999999,Unknown,5.5 days,0.0,Kepler-101,Transit,85.82,1.45,18h53m01.32s,+48d21m18.8s,5667.0,1.17,1.56,33.03858903583919
1441,Kepler-1017 b,1807.0,1468.236,14.115,2016,Super Earth,22.288,Unknown,7.2 days,0.0,Kepler-1014,Transit,,,19h00m29.29s,+44d06m38.2s,5388.0,0.88,0.84,29.023144324726786
1443,Kepler-1019 b,646.0,867.594,13.593,2016,Super Earth,16.352,Unknown,1.4 days,0.0,Kepler-1016,Transit,,,19h38m27.27s,+45d59m04.6s,5821.0,0.99,1.0,31.861452769677005
1445,Kepler-101 c,3110.0,1201.2839999999999,13.8,2014,Super Earth,14.0,0.0684 AU,6 days,0.0,Kepler-1017,Transit,,,18h53m52.65s,+40d07m57.4s,5473.0,0.93,0.87,60.183911829129
1451,Kepler-1025 b,2336.0,1455.5240000000001,13.556,2016,Super Earth,22.176,Unknown,37.3 days,0.0,Kepler-102,Transit,,4.68,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76,29.063220456610658
1453,Kepler-1027 b,949.0,203.39200000000002,12.84,2016,Terrestrial,9.968,Unknown,1.9 days,0.0,Kepler-1020,Transit,,,19h30m41.41s,+46d22m38.7s,5227.0,0.87,0.8,20.100580477295644
1454,Kepler-1028 b,2065.0,740.474,14.31,2016,Super Earth,14.895999999999999,Unknown,2.5 days,0.0,Kepler-1021,Transit,,,19h40m49.18s,+42d33m34.9s,5431.0,0.89,0.86,32.768855843350295
